,no,urls,user_id,username,user_display_name,tweet_id,full_text,created_at,retweet_count,like_count
2283,703,[],730530217,jjijjihyunie,Dis⋆Dinyowoozz𐙚,1818961097866846540,@min9yu_au Nanti pindah kesamping ibu kota kook 😔,Thu Aug 01 10:44:55 +0000 2024,0,0
2284,704,[],1042990565296488448,aansubandi4,aansubandi,1818958963238711400,@YudaAdhicn @dean_deanlova @xMustofaNahrax @jokowi Indonesia ada 2? ko ada ibu kota Indonesia baru? kl mau pindah ibukota silahkan jgn ada indonesia baru nya,Thu Aug 01 10:36:26 +0000 2024,0,0
2285,705,[],1603629764316889092,Paman_1168,Dhikur_1168,1818867892986998986,"@abu_waras Kalau nanti ke depan IKN sudah benar2 jadi Ibu Kota Negara, oleh Prabowo diteruskan pembangunannya dg pendanaan yg lebih baik lagi..dan oleh presiden2 selanjutnya juga demikian...lalu golongan koar2 ini mau bunuh diri atau pindah negara? 🤭😅",Thu Aug 01 04:34:33 +0000 2024,0,1
2286,706,[],1319498094,Farhanellop,Farhan,1818753958703513849,Bingung mau ngapain. Semisal pindah kota bagaimana dengan ibu?,Wed Jul 31 21:01:49 +0000 2024,0,0
2287,707,[],3146690711,aulyamarcel,aulya,1818742823304544333,@azharie27 @gorunbiraz3 @jokowi @prabowo @gibran_tweet @Gerindra @DPP_PKB @cakimiNOW @alisyarief @mas_veel @RizkiAsihan ASN yang pindah ke IKN akan membantu mendukung pembangunan ibu kota baru.,Wed Jul 31 20:17:34 +0000 2024,0,0
2288,708,[],243998004,Ar_910,Haru Yuki,1818735960051564870,"@R_min80 @jokowi Secara simbolik ibu kota pindah IKN, tapi real nya tetap ibu kota di jakarta. 🤣🤣",Wed Jul 31 19:50:18 +0000 2024,0,0
2289,709,[],1481910066551099397,Rockstdr,Ares.,1818684493261328812,@nevecrland Ibu kota sudah pindah ke Kalimantan.,Wed Jul 31 16:25:47 +0000 2024,0,0
2290,710,[],1818321610308526081,SSuaryaJ,Karya Drew,1818668170938630486,"@tanyarlfes Umur berapapun, waktu pindah ke ibu kota mungkin bakal ngrasa sih 😅😅😅",Wed Jul 31 15:20:55 +0000 2024,0,1
2291,711,[],1737715800218484737,Kevin_Imut123,Kevin Aja ♂️,1818617258509582527,@blank0429 trilogi pembangunan jaman dulu jg ngga pernah nyebut2 pindah ibu kota sbg solusi pemerataan hasil2 pembangunan,Wed Jul 31 11:58:37 +0000 2024,0,2
2292,712,[],2908675710,blank0429,𝚋𝚕𝚊𝚗𝚔,1818612756326523092,Pemerataan itu bukan soal pindah Ibu kota tapi bagaimana kebijakan yg dibuat dan diterapkan bisa lebih menguntungkan rakyat di daerahnya,Wed Jul 31 11:40:43 +0000 2024,4,15
2293,713,[],1773189358079881216,racunshopee182,racunshopeebanget,1818597506529607817,"@YGedu54175 @xMustofaNahrax @jokowi alhamdulillah akhirrnya ada yg paham wkwkw , yg tau tau aja gan, ibu kota pindah padahal cuma kembali ke asalnya",Wed Jul 31 10:40:08 +0000 2024,0,1
2294,714,[],1582403544082096129,MLACKMINK,Roti Jala Mak Limah Biadab,1818594299493466215,"@neVerAl0nely Kan dulu udah dibilang, Ibu Kota kenapa ga pindah aja kesini, jauh lebih bagus dan air bersih tersedia",Wed Jul 31 10:27:23 +0000 2024,0,0
2295,715,[],118266819,Mustafic_Khzan,#2024Abstain,1818589476723343649,@eldidito Gak bakal gimana gimana ibu kota negara nya pindah 🤣🤪🤪,Wed Jul 31 10:08:13 +0000 2024,0,0
2296,716,[],118266819,Mustafic_Khzan,#2024Abstain,1818588757504991299,@eldidito Ya bakal gimana gimana wong ibu kota nya pindah 🤣🤣🤣,Wed Jul 31 10:05:22 +0000 2024,0,0
2297,717,"[{'display_url': 'fortuneidn.com/news/bayu/appb…', 'expanded_url': 'https://www.fortuneidn.com/news/bayu/appbi-pusat-belanja-jakarta-tetap-tumbuh-meski-ibu-kota-pindah-ikn?utm_source=twitter&utm_medium=twitter&utm_campaign=dlvr.it', 'url': 'https://t.co/3KMk2Z7Kfu', 'indices': [65, 88]}]",1380017096390676483,Fortune_IDN,FORTUNE Indonesia,1818580630038520153,APPBI Yakin Pusat Belanja Tetap Tumbuh Meski Ibu Kota Pindah IKN https://t.co/3KMk2Z7Kfu,Wed Jul 31 09:33:04 +0000 2024,0,0
2298,718,[],1123940898600038400,SutanKayo80,Kang Roti🥐🎂,1818553531001192919,@ethadisaputra Kan mereka artis Ibu Kota karna Ibu Kota dah pindah kesana harusnya mereka dah siap pindah kesana minimal dah beli tanah dan bangun rumah disana😁,Wed Jul 31 07:45:23 +0000 2024,0,2
2299,719,[],1730955716117327872,R19cakra,Rahmat Nurdiansyah,1818525317121949755,Ngantor di IKN selama 2-3 hari telah cukup untuk menyatakan secara simbolis bahwa Ibu Kota Negara telah benar² pindah ke IKN. Selain ketersediaan air bersih dan Listrik perlu jg dibangun pasar modern dan RS. Perlahan namun pasti.,Wed Jul 31 05:53:16 +0000 2024,1,1
2300,720,[],1730955716117327872,R19cakra,Rahmat Nurdiansyah,1818522978805858404,Ngantor di IKN selama 2 - 3 hari telah cukup untuk menyatakan secara simbolis bahwa Ibu Kota Negara benar² telah pindah ke IKN. Selain ketersediaan air bersih dan listrik pasar modern pun harus dibangun untuk memenuhi kebutuhan. Perlahan namun pasti.🫰,Wed Jul 31 05:43:59 +0000 2024,0,1
2301,721,[],1603727286661832709,palala67950297,palala,1818513411707486623,"Hahahahaha ini aneh yg ngebet pindah ibu kota pak presiden jokowi yg di tegur mentri nya, 🤣🤣🤣☕️",Wed Jul 31 05:05:58 +0000 2024,0,1
2302,722,"[{'display_url': 'bisnis.tempo.co/read/1897898/i…', 'expanded_url': 'https://bisnis.tempo.co/read/1897898/ibu-kota-pindah-ikn-mal-jakarta-diyakini-tetap-tumbuh', 'url': 'https://t.co/2iDq8d7iEQ', 'indices': [207, 230]}]",7540702,drafdigital,𝖆-𝖎𝖒𝖆𝖓,1818505177084592387,"Ibu Kota Pindah IKN, Mal Jakarta Diyakini Tetap Tumbuh. Perpindahan ibu kota di IKN diyakni tidak akan mengurangi pertumbuhan mal di Jakarta dan minat masyarakat membeli rumah di bekas pusat pemerintahan in https://t.co/2iDq8d7iEQ",Wed Jul 31 04:33:15 +0000 2024,0,0
2303,723,[],2704190382,a_ming_tse,MangMing Ojol Gembira,1818503847998111905,"@5teV3n_Pe9eL Yang mau ""dijual"" adalah ibu kota baru jadi yg harus dipakai adalah artis ibukota. Kalo mereka mau tetap dicap sebagai artis ibukota mereka harus pindah. Kalo bertahan di jakarta ya anggap saja kenang kenangan terakhir karena nanti mereka jadi artis daerah.",Wed Jul 31 04:27:58 +0000 2024,0,0
2304,724,[],1296879299144736770,aline_audi,Aline Audi,1818502571541340238,"@bimogunawan851 @RyaWiedy @yanLebert Ibu kota memang sudah seharusnya pindah. Sdh direncanakan jauh sblm era Jokowi bahkan era Soekarno. Jawa terutama Jakarta sdh overpopulated, crowded, kurang pas utk jd ibukota. Sementara pulau lain sebaliknya. Coba googling dulu alasan perlu pindah drpda ikut arus kebencian orang",Wed Jul 31 04:22:53 +0000 2024,0,0
2305,725,[],1590264329063911424,andini8489,andini dini,1818501030197580022,"Banyak dokter ingin pindah ke IKN demi dapat udara sehat! Ibu kota baru jadi pilihan bagi yang mencari lingkungan yang lebih bersih.

#SolidBerantasJudol https://t.co/vAdq1PSzXG",Wed Jul 31 04:16:46 +0000 2024,0,0
2306,726,[],785045697418530816,WSatriyono,Wahyu Satriyono,1818499084392538590,@muhammaroke itu sebab ibu kota di pindah ke IKN. biar tidak kalah pamor,Wed Jul 31 04:09:02 +0000 2024,0,1
2307,727,[],1555488754089197568,wansrosadi,wanda,1818495119710208435,"@Tan_Mar3M Duh kok bisa gitu ya, pencitraan atau hapus dosa. Yg ngotot ingin pindah ibu kota dia. Yg suruh mulai membangun dg kerahkan sgl daya n dana, dia. Yg mau Segera pindah ke IKN, dia.
Trus skrg blng pd menterinya jangan dipaksakan.
Ajaib.",Wed Jul 31 03:53:17 +0000 2024,0,1
2308,728,"[{'display_url': 'bisnis.tempo.co/read/1897898/i…', 'expanded_url': 'https://bisnis.tempo.co/read/1897898/ibu-kota-pindah-ikn-mal-jakarta-diyakini-tetap-tumbuh?utm_source=Twitter&utm_medium=dlvr.it', 'url': 'https://t.co/dyY3tywont', 'indices': [55, 78]}]",18129942,tempodotco,tempo.co,1818493309058531738,"Ibu Kota Pindah IKN, Mal Jakarta Diyakini Tetap Tumbuh https://t.co/dyY3tywont #TempoBisnis",Wed Jul 31 03:46:05 +0000 2024,0,0
2309,729,[],456426319,bambapril,bamapril,1818473721436553269,"@tham878 @xMustofaNahrax @jokowi Iya bener, dulu namanya Daerah Khusus Ibukota Jakarta (DKI Jakarta) --&gt; bukan Daerah Khusus Ibukota Indonesia. 

Ibukota pindah -- namanya Ibu Kota Nusantara (IKN) --&gt; Legenda Koes Plus pun telah menciptakan Lagu dgn judul ""Nusantara"". 
Anggota 16+25 nga paham sejarah🙏",Wed Jul 31 02:28:15 +0000 2024,0,0
2310,730,"[{'display_url': 'erakini.id/nasional/era-2…', 'expanded_url': 'https://erakini.id/nasional/era-2IqJa/skema-pembagian-hunian-dan-insentif-berubah--jumlah-asn-pindah-ke-ikn-berkurang-jadi-1-700-orang?utm_source=dlvr.it&utm_medium=twitter', 'url': 'https://t.co/HsdmldfFsc', 'indices': [160, 183]}]",1666299675329298433,erakinimedia,erakini media,1818472693412643090,Pemerintah merombak ulang skema penempatan ASN pertama yang pindah ke Ibu Kota Nusantara (IKN). Hal ini setelah Presiden Jokowi berkantor di IKN selama 3 hari. https://t.co/HsdmldfFsc,Wed Jul 31 02:24:10 +0000 2024,0,0
2311,731,[],1162960585346048000,sur__y,Sur,1818467468819800430,Alasan tersembunyi Jokowi pindah ibu kota dr Jkt ke IKN,Wed Jul 31 02:03:24 +0000 2024,0,0
2312,732,[],1681878985419145218,sarah_tirayah22,Sarah Tirayah,1818466718181998915,"@IKNnusantaraID Pindah ibu kota, bukti bahwa kita bisa berinovasi dalam ramah lingkungan.",Wed Jul 31 02:00:25 +0000 2024,0,0
2313,733,[],1671956579254693888,BrutusTu4__,♨️𝗕𝗿𝘂𝘁𝘂𝘀 𝗧𝘂𝗮 𝗕𝗮𝗻𝗴𝗸𝗮🐸🔨,1818462418260885592,"@Yoechan_ @DolfieOtay @baronko_cole @b3l4h4nh4t1ku_ @TukuQ_86300 @A5l1n9_4la_m_ @P3n99u94t_ @OktermanLkmn @se_raden997370 @PahetKopi28207 @Jatayu_45back @4nw4r__84 @WartegPerjuang1 @Anto1157 @perangutan23 @Udinsam_dua @Darmara02177184 @sampalle @bale_imut @Al355555 @NunutUswatun @SiTukangUtang_0 @Sumanto59653397 @RENIEKA2012 @Amans4 @Enggang_Kaltim @dankelha @KiYang4343 @toniwahyudi21 @NawawiAlMaroni @RusdiridwanS @abah_mumtaz @dewimajid4 @syeifm @ManusiaBumi2_ @MentriGoblok35 @OdriSeva @AjoSiam @N4G707 #IKNTakLayakDihuni  
#IKNTakLayakDihuni   

@Wong_Loman
@ArbyZakey3
@Heri13210352
@Ary_LFC
@inspirasi_jalan
@Elin150671
@BrutusTu4__
@sp_hermansyah
@SandiSa12319836
@tersayang2015
@RusliyaU

14. Si dungu kepedean pindah Ibu Kota https://t.co/5DO2LhPrYC",Wed Jul 31 01:43:20 +0000 2024,12,14
2314,734,"[{'display_url': 'finance.detik.com/infrastruktur/…', 'expanded_url': 'https://finance.detik.com/infrastruktur/d-7465332/insentif-pns-ke-ikn-dirombak-jokowi-minta-hunian-tidak-perlu-sharing?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikfinance&utm_source=Twitter#Echobox=1722384451', 'url': 'https://t.co/p0duNJkGJL', 'indices': [139, 162]}]",135795460,detikfinance,DetikFinance,1818438800684593591,Pemerintah melakukan perombakan ulang untuk insentif bagi para Aparatur Sipil Negara (ASN) pertama yang pindah ke Ibu Kota Nusantara (IKN) https://t.co/p0duNJkGJL,Wed Jul 31 00:09:29 +0000 2024,0,0
2315,735,[],1798466492293623808,rumisdelight,ternak brownies,1818426772570226924,Diundang ke Jakarta. Ibu kota jadi pindah? https://t.co/bBDluQ6rzy,Tue Jul 30 23:21:41 +0000 2024,0,2
2316,736,[],948751735392120832,Rfadlis1,Rfadlis,1818419277848101285,"SIAP Presiden! Kalau bpk tdk beri contoh pindah, kita jg tidak. Nanti saya ( presiden) minta DPR 2024-2029 revisi kembali UU nya IKJ ( Ibu Kota Jakarta). Biar Wapres saja yg berkantor di Penajam",Tue Jul 30 22:51:55 +0000 2024,0,1
2317,737,[],4687941902,Hidetosri,Ketipu toko Cardinal.Denim99 di shopeee,1818372582317736324,@txtdrjkt inilah kenapa gue berharap besar Ibu Kota Negara Pindah ke IKN. mudah²an cpt selesai IKN nya. Aaamiiiin ya Rabb,Tue Jul 30 19:46:22 +0000 2024,0,0
2318,738,[],1713891800430379008,cetera_lalala,il_Pinturichio,1818371231235891204,"@muhammaroke Jakarta mau tenggelam they said
Ibu kota harus pindah ke IKN they said",Tue Jul 30 19:40:59 +0000 2024,0,1
2319,739,"[{'display_url': 'ekonomi.bisnis.com/read/20240731/…', 'expanded_url': 'https://ekonomi.bisnis.com/read/20240731/12/1786823/ibu-kota-pindah-ke-ikn-bagaimana-nasib-mal-mal-di-jakarta?utm_source=dlvr.it&utm_medium=twitter', 'url': 'https://t.co/iLvcSE56ni', 'indices': [60, 83]}]",118646322,Bisniscom,Bisnis.com,1818361077211840938,"Ibu Kota Pindah ke IKN, Bagaimana Nasib Mal-mal di Jakarta? https://t.co/iLvcSE56ni https://t.co/N8bhQQv8nW",Tue Jul 30 19:00:38 +0000 2024,0,0
2320,740,"[{'display_url': 'dlvr.it/TBGZdp', 'expanded_url': 'http://dlvr.it/TBGZdp', 'url': 'https://t.co/lax220TeKX', 'indices': [69, 92]}]",47596019,liputan6dotcom,LIPUTAN6,1818321184653791234,APPBI Ramal Mal di Jakarta Makin Cuan Setelah Ibu Kota Pindah ke IKN https://t.co/lax220TeKX #Bisnis,Tue Jul 30 16:22:07 +0000 2024,0,1
2321,741,[],1681547146473111552,bahri_234,Bahri kurniawan,1818293445905297862,"@meraaahputiiih Pindah ibu kota, jadi peluang buat fresh start yang lebih cool.",Tue Jul 30 14:31:54 +0000 2024,0,0
2322,742,[],1615368272706441218,percikan2018id,percikan2018,1818269493598261598,"@are_inismyname @SudaryonoSudar @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @99propaganda @IrawanRommi @DarekaRendy @AndreasSolusi @florieliciouss @Kimberley_PS08 @zy_zy_lestary Tanpa hrs nungguin , Ibu Kota Pindah ke Sidrotul Muntaha , kami tetap mencintai tanah tempat lahir kami membersamai petani https://t.co/MOhRsJ0o9X",Tue Jul 30 12:56:43 +0000 2024,0,0
2323,743,"[{'display_url': 'cnnindonesia.com/nasional/20240…', 'expanded_url': 'https://www.cnnindonesia.com/nasional/20240730103705-20-1127030/heru-budi-mungkin-saja-keppres-ikn-terbit-setelah-upacara-hut-ri', 'url': 'https://t.co/hBzUk732Xg', 'indices': [144, 167]}]",1486631613932834819,jari_droid,Jaridroid,1818194645094219920,"Segera terbitkan keppres pindah ibu kota...
Supada ada kepastian pak @jokowi

Heru Budi: Mungkin Saja Keppres IKN Terbit Setelah Upacara HUT RI https://t.co/hBzUk732Xg",Tue Jul 30 07:59:18 +0000 2024,1,1
2324,744,"[{'display_url': 'dlvr.it/TBFCMs', 'expanded_url': 'http://dlvr.it/TBFCMs', 'url': 'https://t.co/WUCyh7XMuK', 'indices': [63, 86]}]",47596019,liputan6dotcom,LIPUTAN6,1818154831816892676,"Ibu Kota Pindah ke IKN, Rumah Seken di Jakarta Bakal Tak Laku? https://t.co/WUCyh7XMuK #Bisnis",Tue Jul 30 05:21:06 +0000 2024,0,0
2325,745,[],1523986790650040321,abimandaru,Abimandaru,1818140992169709921,"@Adiprayitno_20 Pingin tahu respon nya gimana ? Kl cmn pencitraan dn bikin susah yg kerja disana ubt akomodasi , janagnburu2 jalan normal krn pindah ibu kota gak kayak , buat candi bandung bondowoso pak 🤔🤔",Tue Jul 30 04:26:06 +0000 2024,0,0
2326,746,[],1686217898875080704,rifaya_fitri3,Rifaya Fitri,1818129879323627887,"@meraaahputiiih Pindah ibu kota, bikin kita semakin berperan dalam mitigasi perubahan iklim.",Tue Jul 30 03:41:57 +0000 2024,0,0
2327,747,[],1815681938470195200,tia_mardi201,Tia Mardiana,1818129771622289698,@meraaahputiiih Pindah ibu kota bikin kita jadi generasi yang penuh semangat.,Tue Jul 30 03:41:31 +0000 2024,0,0
2328,748,[],1489818160429559808,Sut57149321Agus,Agus Sutono,1818129433456484835,@R_min80 Memangnya ibu kota itu hanya terdiri dari istana negara brooo…!  Biasa ajalah.. nanti kalau sudah benar-benar semua instrumen negara sudah pindah kesana barulah……,Tue Jul 30 03:40:10 +0000 2024,0,1
2329,749,[],1689548265497427968,hardianto_yos37,Hardianto Yoshua,1818127954234487212,"@meraaahputiiih Pindah ibu kota, semangat baru buat Indonesia yang semakin maju",Tue Jul 30 03:34:18 +0000 2024,0,0
2330,750,[],1685896356626587650,yusuf_spriatna,Yusuf Supriatna,1818126837203284280,"@meraaahputiiih Pindah ibu kota, bukti komitmen kita buat generasi mendatang.",Tue Jul 30 03:29:51 +0000 2024,0,0
2331,751,[],18129942,tempodotco,tempo.co,1818126424999682235,"Jokowi Enggak Jadi Pindah

Meminta aparatur sipil negara pindah ke Ibu Kota Nusantara, Presiden Jokowi malah membangun rumah di Solo setelah pensiun.

#KartunTempo #KartunMajalahTempo #MajalahTempo https://t.co/PbZ2ErFcZ8",Tue Jul 30 03:28:13 +0000 2024,346,885
2332,752,[],1083603889457311744,KeluargaDadan,Sabo,1818123250679140437,Kalian pindah ya ke ibu kota baru aku mau menikmati pensiun di solo🫢,Tue Jul 30 03:15:36 +0000 2024,0,0
2333,753,"[{'display_url': 'nasional.tempo.co/read/1897388/j…', 'expanded_url': 'https://nasional.tempo.co/read/1897388/jokowi-terima-pengusaha-lokal-di-istana-garuda-ikn-hari-ini?utm_source=Twitter', 'url': 'https://t.co/9b8CJsX48c', 'indices': [223, 246]}]",1486631613932834819,jari_droid,Jaridroid,1818108065197277495,"Jokowi terima pengusaha lokal sekitar IKN, dan juga dengsn pimpinan TNI Polri.
Ayo pak @jokowi segera teken keppres pindah ibu kota....
Sebelum sidang kabinet sudah teken keppres.
Ayo pak @prabowo tegaskan ngantor di IKN.

https://t.co/9b8CJsX48c",Tue Jul 30 02:15:16 +0000 2024,1,1
2334,754,[],1614218153575481344,AfifuddinKaloko,Afifuddin Kaloko,1818097409798406614,Kok pindah Ibu Kota tdk      seramai pindahan tetangga. Klo tetangga pindahan rumah lbh ramai yg ngantar. Ini Ibu Kota pindah kok yg ngantar para buzzerp. Dasar presiden buzzer.,Tue Jul 30 01:32:55 +0000 2024,0,0
2335,755,[],148225284,XOPwibu,XopWibu,1817985246115348896,"What if ibu kota pindah. Kemudian Jawa juga mulai ada pergerakan separatis seperti Aceh dan Papua.

Lucu banget gila kalau iya.",Mon Jul 29 18:07:13 +0000 2024,0,0
2336,756,"[{'display_url': 'finance.detik.com/infrastruktur/…', 'expanded_url': 'https://finance.detik.com/infrastruktur/d-7463721/menpan-rb-ungkap-ada-asn-dokter-ajukan-pindah-ke-ikn-alasan-hidup-sehat?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikfinance&utm_source=Twitter#Echobox=1722269876', 'url': 'https://t.co/6oDa2nAnnI', 'indices': [133, 156]}]",135795460,detikfinance,DetikFinance,1817965613626622401,MenPAN-RB Abdullah Azwar Anas mengatakan ada yang sudah mengajukan pindah ke Ibu Kota Nusantara (IKN). Mereka adalah dokter dan ASN. https://t.co/6oDa2nAnnI,Mon Jul 29 16:49:13 +0000 2024,0,0
2337,757,"[{'display_url': 'youtu.be/85BeNmFXcaQ?fe…', 'expanded_url': 'https://youtu.be/85BeNmFXcaQ?feature=shared', 'url': 'https://t.co/e15Oth1gxs', 'indices': [76, 99]}]",126607693,dellov,ano,1817956158201893115,"DILEDEK ELIT-ELIT PDIP, BALASAN GIBRAN ELEGAN ! PINDAH IBU KOTA NEGARA S... https://t.co/e15Oth1gxs lewat @YouTube",Mon Jul 29 16:11:38 +0000 2024,0,0
2338,758,[],1649829159143895046,TksMus46494,Karam.com,1817949340364881947,@R_min80 Masak jawaban seorang presiden seperti pernyataan para buzzer seharusnya bukan ibu kota yg pindah tapi bangun lah fasilitas fasilitas ekonomi yg bisa memajukan perekonomian daerah diluar jawa,Mon Jul 29 15:44:33 +0000 2024,0,0
2339,759,[],136887216,fire_lotus,Catatan dari lereng Merbabu,1817882944834617451,"@hasyimmah Enggak lah, kalau memang secara kalkulasi harus dihentikan ya hentikan saja IKN. Gak jadi pindah Ibu Kota Insyaa-a Allah Indonesia masih tetap merdeka. Jangan cuma karena demi menjaga nama baik trus harus dipaksa lanjut.",Mon Jul 29 11:20:43 +0000 2024,0,0
2340,760,[],255306164,abdullohabdur,Abdullah Abdurrahman,1817841795214217221,Banyak negara asing yang tidak suka ibu kota Indonesia pindah ke kalimantan. Karena kapal kapal mereka akan tidak bisa lagi masuk secara Ilegal,Mon Jul 29 08:37:12 +0000 2024,0,0
2341,761,[],61203621,bareda,Random essentials.,1817836130924130383,"@RagilSemar Rela donk, mereka kan artis selebritis ""ibu kota"", IKN dibangun untuk mereka pindah ibu kota.",Mon Jul 29 08:14:42 +0000 2024,0,0
2342,762,"[{'display_url': 'swadayaonline.com/artikel/14911/…', 'expanded_url': 'https://www.swadayaonline.com/artikel/14911/Ibu-Kota-Pindah-ke-IKN-UMKM-Jakarta-Akan-Lebih-Diperkuat/', 'url': 'https://t.co/iA8P7ZHSVU', 'indices': [59, 82]}]",1596037807868256257,SwadayaOnline,Majalah Swadaya,1817814772714438809,"Ibu Kota Pindah ke IKN, UMKM Jakarta Akan Lebih Diperkuat

https://t.co/iA8P7ZHSVU",Mon Jul 29 06:49:49 +0000 2024,0,1
2343,763,[],1557398948825903104,AndiPitopang7,Andi Pitopang,1817781868194086982,"Jokowi mengaku tidak nyenyak tidur pertama kali di Istana Kepresidenan Ibu Kota Nusantara (IKN). Pengalaman pertama menjadi alasan kepala negara utk ragu pindah secepatnya !
😜 https://t.co/bOoclIxuYJ",Mon Jul 29 04:39:04 +0000 2024,4,20
2344,764,[],1631129369870761986,Kompasgaruda,KOMPAS GARUDA 🇮🇩,1817781148304789911,"Memiliki Komitmen yang Sejalan, Prabowo Tegas Nyatakan Siap Lanjutkan Proyek Pindah Ibu Kota Jokowi 

#jatimdamai Pepaya Venezuela Durian Berani #TravelokaEPICSale Galaxy Z Flip6 GET WELL SOON KARINA Influencer WE ALWAYS LOVE HAN YUJIN https://t.co/S4Rxmvum5q",Mon Jul 29 04:36:13 +0000 2024,1,1
2345,765,[],1644155391855718400,Sinarterangid,SINAR TERANG MERDEKA 🇮🇩,1817781021011788117,"Memiliki Komitmen yang Sejalan, Prabowo Tegas Nyatakan Siap Lanjutkan Proyek Pindah Ibu Kota Jokowi 

#jatimdamai Pepaya Venezuela Durian Berani #TravelokaEPICSale Galaxy Z Flip6 GET WELL SOON KARINA Influencer WE ALWAYS LOVE HAN YUJIN https://t.co/9Q11o9jiMN",Mon Jul 29 04:35:42 +0000 2024,1,1
2346,766,[],1643828621705109504,diwaktusoreid,Diwaktu Sore Indonesia,1817780929534042384,"Memiliki Komitmen yang Sejalan, Prabowo Tegas Nyatakan Siap Lanjutkan Proyek Pindah Ibu Kota Jokowi 

#jatimdamai Pepaya Venezuela Durian Berani #TravelokaEPICSale Galaxy Z Flip6 GET WELL SOON KARINA Influencer WE ALWAYS LOVE HAN YUJIN https://t.co/Ldl6oY1aA0",Mon Jul 29 04:35:20 +0000 2024,1,1
2347,767,[],1121000794600329217,sojpiya,Thom 🇲🇨,1817762269524377674,"@R_min80 Pindah ibu kota boleh2 aja tp liat2 keuangan negara lah, rakyat lg pd susah malah semua2 dinaikin pajak segala mcm... bkn cm indonesia yg lg susah tp ekonomi global jg lg ga menentu, ini malah maksain bangun ikn demi menciptakan legacy kepemimpinan dia..""sakit""",Mon Jul 29 03:21:12 +0000 2024,0,0
2348,768,[],1735911530175283200,Ox_WinTruz,Nurmalasari,1817751547528589586,"@geloraco Sebenarnya daerah yg ingin  berkembang itu bukan dipindahkannya ibu kota ke kalimantan kan ????
Kalimantan itu Paru paru dunia yg harus dijaga kan ???
Klo paru paru aja udah kotor gimana mau kerja bagus ???
Gmn menurut kalian ???
Ibu kota pindah , utang banyak, hutan gundul🤓",Mon Jul 29 02:38:35 +0000 2024,0,0
2349,769,[],70339494,sempasento,Gai Amatsu,1817692076907307195,Berangkat dari esemka berakhir meninggalkan pindah ibu kota negara. Apakah keduanya akan berakhir gaib tak ada barangnya?,Sun Jul 28 22:42:16 +0000 2024,0,0
2350,770,[],1712596921158868992,FirdausZen3551,Black Angel,1817614971657998420,"@R_min80 kalau emang harus pindah..kenapa harus buat kota baru.
 lebih efektif dan efisien kalau kota palangkaraya diupgrade dijadikan ibu kota..",Sun Jul 28 17:35:53 +0000 2024,0,0
2351,771,[],1612299080251895809,MrJoens1,Mr. Joens,1817602456152691043,"@Mdy_Asmara1701 Ampe jaman kuda gigit besi.
Kalau mau maju bikin ini itu .ada segelintir orang yg ga kebagian jatah/jabatan menolak,demo2 ga jelas.
pindah ibu kota demo
bikin kereta cepat demo,
bikin jalan tol demo.
Negara lain dah makin maju masa ia mau ketinggalan terus",Sun Jul 28 16:46:09 +0000 2024,0,0
2352,772,[],61203621,bareda,Random essentials.,1817580958922785042,"@kozirama Sudah bener sih bawa mereka, kan mereka artis selebritis ibu kota. Kalau ga ikut pindah ke sana ya jadi artis daerah.",Sun Jul 28 15:20:44 +0000 2024,0,0
2353,773,[],1466467727267217409,ChanMhdr,ChanMhdr 🇮🇩,1817578527325319329,"@JDobloss @reincarnasi2 @Adiprayitno_20 Benar, IKN itu perlu ditinggali influencer artis2 Ibu Kota. harus pindah mereka seperti pindah nya Ibu Kota.",Sun Jul 28 15:11:04 +0000 2024,0,2
2354,774,[],1707234636970295296,NGembul69411,Nano Gembul,1817539941423067434,@mas_veel Kata gw maaa jangan tanggung² mending sekalian aja cari pinjeman lagi 250 ribu T trusss kebut daaa tuuu ikn taon depan rampung 100 persen pindah beneran daaa ibu kota negara 😁😁😁😁 ga bakalan ada yg nyinyirjn lagi,Sun Jul 28 12:37:44 +0000 2024,0,0
2355,775,[],1447199442159878153,Franki19747374,Franki,1817515630356279743,Terlalu buru buru untuk memindahkan ibu kota baru sekarang.tunggu udah bagus dan pembangunan selesai baru 7 tahun yang akan datang pindah ke situ,Sun Jul 28 11:01:08 +0000 2024,0,0
2356,776,"[{'display_url': 'viralwebtrendz.blogspot.com', 'expanded_url': 'https://viralwebtrendz.blogspot.com/', 'url': 'https://t.co/RtDHaCluup', 'indices': [63, 86]}]",1803820224506163200,fx99911099,fx-999,1817506734581461214,"anies jawab ganjar soal ibu kota pindah ke jangan tiru belanda
https://t.co/RtDHaCluup",Sun Jul 28 10:25:47 +0000 2024,0,0
2357,777,[],1714539469477650432,AndhikaTri47871,Andhika Bayu Trimulya,1817479191337861455,"@BBerizik kebijakan pindah ibu kota itu udah bener untuk pemerataan, and sebagai ibu kota estetika sama kelengkapan fasilitas mutlak diperlukan, jadi anggarannya bisa dijustifikasi, sekarang yg penting diawasi aja biar g ada korupsi and biaya pembangunannya bengkak, bukan di doain gagal",Sun Jul 28 08:36:21 +0000 2024,0,1
